consensus text,line number,line slope,consensus score,line edited (T/F),original transcriber username,line editor username,flagged for low consensus (T/F),page number,column,number of transcribers,line start x,line end x,line start y,line end y
11,1,,0,true,"",E_L_Bird,false,1,1,0,,,,
to destroy a pernicious unbelief,2,-3.660000000000025,3.8,false,"","",false,1,1,4,124.82403949749047,989.3067403210757,209.87444641307923,163.6520683681464
it was the necessary to destroy the,3,-3.660000000000025,3.142857142857143,false,"","",false,1,1,4,120.34570050353551,991.9555104637373,281.8192983955474,227.36949155981665
race - [insertion]For example[/insertion] I will suppose,4,-3.660000000000025,3.7142857142857144,false,"","",false,1,1,4,148.55981661094384,951.82916741234,354.78770926477836,309.81462177429535
a certain contagious disease,5,-3.660000000000025,3.5,true,CathyjackaU3A,E_L_Bird,false,1,1,4,156.055331192691,965.5709060213844,433.49061237312355,389.76675825085243
which is transmitted to,6,-3.660000000000025,3,false,"","",false,1,1,3,178.54187493793248,864.3814591677979,513.4427488496807,457.2263894865769
"offspring, & which like the",7,-3.660000000000025,3.8,true,"",E_L_Bird,false,1,1,4,189.78514681055324,920.5978185309016,598.3919331715612,529.6830685676248
plague is communicated,8,-3.660000000000025,3.6666666666666665,false,"","",false,1,1,4,198.52992335363123,901.8590320765336,678.3440696481182,625.875467575888
by contact. To destroy,9,-3.660000000000025,3,false,"","",false,1,1,3,188.53591344234135,919.3486423489276,768.2902446290841,697.0828561024861
a race who would spread,10,-3.660000000000025,3,false,"","",false,1,1,3,186.03738951967964,906.8560799218571,839.4976331556821,779.5335165017049
this disease over the,11,-3.660000000000025,3,false,"","",false,1,1,3,186.03738951967964,803.1681663318466,924.4468174775627,873.2274487735444
earth would be unquestionable,12,-3.660000000000025,3,true,"",E_L_Bird,false,1,1,4,197.2806613923004,1009.2948173298935,1006.8974778767814,921.9482935549009
a mercy. -,13,-3.660000000000025,3,false,"","",false,1,1,3,209.773195226252,564.5608758979113,1071.8585851898442,1054.3690892899263
"Besides, I suppose the",14,-3.660000000000025,3,false,"","",false,1,1,3,221.0164670988727,868.1292164586714,1168.0510223222661,1103.0899150092034
[unclear]indestructibly[/unclear] of the sentient,15,-3.660000000000025,3.4,true,"",E_L_Bird,false,1,1,4,150.0253157656171,1001.8709722489834,1253.9892867454291,1204.2235206511464
"principle, destruction",16,-3.660000000000025,3,false,"","",false,1,1,3,147.46519761018948,923.4083714895919,1333.5442367024787,1286.5040842624633
of life as only a change,17,-3.660000000000025,3.5,false,"","",false,1,1,4,170.58934791171896,966.5302838659477,1410.273813913342,1365.795015424737
of existence & suffering,18,-3.660000000000025,3.5,false,"","",false,1,1,4,214.77021447845638,884.3695361766156,1476.616372604191,1463.0622507549956
The new existence a superior,19,-3.660000000000025,3,false,"","",false,1,1,4,188.97389131376323,1000.7514784111704,1568.4296837501997,1561.4012319342967
one as a gain,20,-3.660000000000025,3.5,false,"","",false,1,1,4,220.16278651598105,755.572107334723,1631.723844892825,1641.2538039130372
