consensus text,line number,line slope,consensus score,line edited (T/F),original transcriber username,line editor username,flagged for low consensus (T/F),page number,column,number of transcribers,line start x,line end x,line start y,line end y
133,1,-3.5009999999999764,3,false,"","",false,1,2,3,1079.0355893346082,1171.2409002998825,80.82193924116646,83.09861358598809
/ [deletion]Soda formed o[unclear]x[/unclear][/deletion],2,-3.5009999999999764,3,true,"",Fierengraw,false,1,1,4,139.90742209570163,693.1392878873485,175.30392455126255,149.12216958581425
[deletion]Int[unclear]x[/unclear][/deletion] I was examined in the,3,-3.5009999999999764,3.8333333333333335,true,"",Fierengraw,false,1,1,4,209.34598961276015,1088.1422867138945,239.05080620626708,206.039028206354
presence of D[superscript]r[/superscript] B[superscript]s[/superscript]. The golden tube,4,-3.5009999999999764,3.5714285714285716,true,deehar,Fierengraw,false,1,1,4,134.21573623364765,1153.02750554131,301.65935068886085,261.81754965448306
was yellow at its top & evidently,5,-3.5009999999999764,3,false,"","",false,1,1,3,188.85592050936583,1140.505796644791,359.71454648181145,322.14941979225523
contained an acid its taste,6,-3.5009999999999764,3,false,"","",false,1,1,3,195.6859435438306,1069.9288919553217,420.0464166195836,380.2046155852057
was acid a little thrown into,7,-3.5009999999999764,3,false,"","",false,1,1,3,205.9309780955278,1160.9958657481855,488.34664696423135,439.39814855056716
Nitrate of silver ( gave dense white,8,-3.5009999999999764,3.8333333333333335,true,"",Fierengraw,false,1,1,4,213.89933830240335,1172.3792374722934,541.8484940675388,489.4849841366422
clouds - with carbonate of,9,-3.5009999999999764,3,false,"","",false,1,1,3,218.45268699204655,1134.814110782737,604.4570385501326,560.0618888261115
ammoniac it effervesced & the,10,-3.5009999999999764,3,false,"","",false,1,1,3,249.187790647138,1141.644133817202,663.6505715154939,619.2554217914728
salt formed tasted like Nitrate,11,-3.5009999999999764,3,false,"","",false,1,1,3,257.15615085401356,1176.9325861619366,728.5357903429092,677.3106175844234
of Ammoniac - -,12,-3.5009999999999764,3,false,"","",false,1,1,3,236.66608175061924,975.4469066452257,791.144334825503,734.2274762049633
- The hydrogene tube was,13,-3.5009999999999764,3,true,"",Fierengraw,false,1,1,3,476.85522512929714,1179.209260506758,833.2628102047024,785.4526489634491
"pellucid, tasted strongly of",14,-3.5009999999999764,3,false,"","",false,1,1,3,232.1127330609761,1083.5889380242513,911.8080751010474,859.4445651701508
potash or soda (ie it was,15,-3.5009999999999764,3,false,"","",false,1,1,3,252.60280216437042,1126.8457505758615,976.6932939284627,915.2230866182798
a caustic solution of fixed alkali,16,-3.5009999999999764,3,false,"","",false,1,1,3,261.70949954365676,1192.8693065756877,1031.3334782041811,964.1715850319441
it gave no precipitate,17,-3.5009999999999764,3,false,"","",false,1,1,3,258.6940521453847,1088.8807504572733,1085.7040925903193,1029.575113868107
with sulphuric acid - evaporated,18,-3.5009999999999764,3,false,"","",false,1,1,3,292.44460319874827,1230.434433265244,1146.3055326176714,1074.5902907557913
it left a residuum which was,19,-3.5009999999999764,3,false,"","",false,1,1,3,286.7529173366943,1208.8060269894388,1214.6057629623192,1138.3371724107958
evidently ( fixed alkali it deliquesced,20,-3.5009999999999764,3.5,true,"",Fierengraw,false,1,1,4,293.58294037115905,1248.6478280238166,1273.7992959276805,1194.1156938589247
in the air ( had the strong,21,-3.5009999999999764,3,false,"","",false,1,1,3,269.6778597505323,1108.6323558172887,1328.4394802033987,1260.139249858751
caustic taste of soda. -,22,-3.5009999999999764,3,false,"","",false,1,1,3,273.09287126776474,1039.1937883002302,1385.3563388239386,1321.6094571689341
[Horizontal rule],23,,0,true,"",Fierengraw,false,1,1,0,,,,
2 in the syphon manifested,24,-3.5009999999999764,3,false,"","",false,1,1,3,302.6896377504454,1129.1224249206832,1509.4350906167151,1428.6131513755488
"slightly acid properties, its residuum",25,-3.5009999999999764,3,false,"","",false,1,1,3,213.89933830240335,1162.1342029205962,1565.2136120648443,1486.6683471684994
